"phase","run_id","steps","model_params","backbone_params","reconstruction","completion_acc","completion_ppl","actual_latent_per_byte","soft_latent_per_byte","chunks_per_byte","memory_raw_norm","memory_norm","memory_scale","memory_residual_ratio","steps_per_sec","peak_memory_gb"
"p3","p3_a_no_memory","5000","38312983","4783232","0.5666961669921875","0.13756772549822927","39.25542712211609","0.7003173828125","0.6488949097692966","0.062957763671875","0","0","0.10000000149011612","0","7.758985490264028","5.894862174987793"
"p3","p3_b_raw_fixed_010","5000","38312983","4783232","0.695159912109375","0.14374690013937652","37.77944338321686","0.985748291015625","0.7168653346598148","0.062744140625","91.97818088531494","91.97818088531494","0.10000000149011612","0.26442731637507677","6.920261119079317","6.274727821350098"
"p3","p3_c_layernorm_fixed_010","5000","38312983","4783232","0.792633056640625","0.14018014771863818","37.69137442111969","0.8364410400390625","0.6537583246827126","0.063018798828125","92.97355508804321","22.62740421295166","0.10000000149011612","0.06033015204593539","7.037353901246567","6.342014312744141"
"p3","p3_d_layernorm_fixed_003","5000","38312983","4783232","0.592132568359375","0.1390081534627825","39.87880277633667","0.638946533203125","0.6028291322290897","0.0629425048828125","57.900389432907104","22.627376317977905","0.029999999329447746","0.03941137157380581","7.117175204526025","6.330394744873047"
"p3","p3_e_layernorm_bounded_003_010","5000","38312983","4783232","0.360015869140625","0.11663880944252014","54.540520906448364","0.7191314697265625","0.6852284409105778","0.06396484375","42.380940079689026","22.62734293937683","0.03010544739663601","0.03369144559837878","7.16212222336187","6.358209609985352"
"p4","p4_a_no_memory","20000","38312983","4783232","0.8742523193359375","0.11643357155844569","45.04980969429016","0.4355926513671875","0.4486513324081898","0.063507080078125","0","0","0.10000000149011612","0","7.80662585314582","5.894862174987793"
"p4","p4_b_other_memory_only","20000","38312983","4783232","0.9688720703125","0.1379566346295178","35.76454424858093","0.5834197998046875","0.5326267555356026","0.062530517578125","1849.981803894043","22.627415895462036","0.10000000149011612","0.08511875895783305","7.456140763041538","6.214099407196045"
"p4","p4_c_other_plus_current_detached","20000","38312983","4783232","0.8544464111328125","0.12946736859157681","38.62805151939392","0.5288238525390625","0.5417573116719723","0.062896728515625","1725.4233016967773","22.627415657043457","0.10000000149011612","0.08213120698928833","7.344884128596429","6.341967582702637"
