run,final_step,identity_acc_at_500,identity_acc_at_1000,identity_acc_at_2500,identity_acc_at_5000,identity_acc_at_10000,identity_acc_at_15000,identity_acc_at_20000,identity_acc_auc,identity_acc_tail_slope_per_1k,completion_mask_acc_at_500,completion_mask_acc_at_1000,completion_mask_acc_at_2500,completion_mask_acc_at_5000,completion_mask_acc_at_10000,completion_mask_acc_at_15000,completion_mask_acc_at_20000,completion_mask_acc_auc,completion_mask_acc_tail_slope_per_1k,actual_backbone_units_per_byte_at_20000,backbone_padded_units_per_byte_at_20000,eval_identity_acc,eval_completion_mask_acc,eval_actual_backbone_units_per_byte,eval_truncated_tokens
progressive_memory_off,20000,0.214111328125,0.583740234375,0.970458984375,0.83642578125,0.907470703125,0.74072265625,0.896728515625,0.821265601539039,0.01739032451923077,0.11340206116437912,0.12107624113559723,0.08018867671489716,0.15736040472984314,0.1525423675775528,0.08484847843647003,0.10994764417409897,0.1282221441855421,-0.03075594942157085,0.62744140625,1.015625,0.87432861328125,0.13959182612597942,0.5395965576171875,0.0
progressive_memory_on,20000,0.210693359375,0.600341796875,0.8974609375,0.838134765625,0.844482421875,0.733154296875,0.802490234375,0.7705279742633259,-0.016639122596153844,0.09793814271688461,0.10313902050256729,0.08490566164255142,0.1421319842338562,0.15819209814071655,0.10303030163049698,0.0890052393078804,0.12364165682543267,-0.007269419443148833,0.403564453125,0.640625,0.781463623046875,0.12406209437176585,0.4326019287109375,0.0
